@relation risco_credito

@attribute rangeIdade string
@attribute numeroDependentes numeric
@attribute estadoCivil string
@attribute escolaridade string
@attribute tempoEnderecoAnos numeric
@attribute nivelInadimplenciaEstado numeric
@attribute tipoContratoResidencia string
@attribute tipoEmprego string
@attribute tempoEmpregoAtual numeric
@attribute salarioLiquidoMensal numeric
@attribute montanteInvestimentos numeric
@attribute montanteBens numeric
@attribute saldo numeric
@attribute restanteMensal numeric
@attribute estaInadimplente {0,1}
@attribute valorParcelaAtiva numeric
@attribute mesesAtrasado numeric
@attribute valorCreditoRestanteTotal numeric
@attribute seraInadimplente {0,1}

@data
'acima de 60',4,'Viuvo','Ensino Fundamental Incompleto',12,49,'Proprietario','Autonomo',31,1518.00,0.00,66096.00,7301.00,0.00,0,0.00,0,0.00,1
'acima de 60',3,'Viuvo','Pós-graduação',73,54,'Locatario','CLT',34,2163.00,143.00,206164.00,103802.00,0.00,0,0.00,0,0.00,1
'acima de 60',3,'Solteiro','Superior Completo',78,54,'Locatario','CLT',35,2063.00,0.00,147881.00,90634.00,12796.00,0,0.00,0,0.00,0
'41 a 60',3,'Casado','Sem Escolaridade',48,37,'Proprietario','CLT',34,1518.00,0.00,143851.00,77112.00,37667.00,0,0.00,0,0.00,0
'41 a 60',4,'Solteiro','Sem Escolaridade',41,54,'Locatario','CLT',10,1829.00,0.00,102766.00,73426.00,39883.00,1,2041.74,13,59428.57,1
'até 25',1,'Solteiro','Sem Escolaridade',18,62,'Locatario','CLT',1,9480.00,304920.00,352814.00,346673.00,0.00,1,1309.95,29,67290.91,1
'41 a 60',3,'Viuvo','Mestrado',58,47,'Locatario','CLT',2,1518.00,0.00,30823.00,5033.00,0.00,0,0.00,0,0.00,0
'acima de 60',2,'Casado','Superior Completo',68,44,'Proprietario','Autonomo',73,1518.00,0.00,104678.00,68919.00,0.00,0,9932.86,0,61685.71,1
'41 a 60',0,'Solteiro','Sem Escolaridade',50,43,'Locatario','CLT',24,2205.00,0.00,62260.00,53252.00,0.00,0,9164.91,0,664580.00,1
'até 25',0,'Solteiro','Sem Escolaridade',20,49,'Locatario','CLT',2,1619.00,0.00,94972.00,45907.00,-24691.00,1,718.21,8,44718.29,1
'41 a 60',4,'Casado','Doutorado',20,49,'Locatario','PJ',27,11379.00,59608.00,307498.00,207742.00,0.00,0,0.00,0,0.00,0
'acima de 60',4,'Solteiro','Pós-graduação',65,59,'Locatario','PJ',41,1518.00,0.00,54395.00,36596.00,1927.00,0,0.00,0,0.00,0
'até 25',0,'Solteiro','Sem Escolaridade',6,44,'Locatario','CLT',1,1518.00,0.00,37115.00,10536.00,0.00,0,0.00,0,0.00,1
'acima de 60',4,'Solteiro','Sem Escolaridade',33,41,'Locatario','CLT',44,2585.00,0.00,26729.00,24268.00,0.00,1,7098.30,49,79745.98,1
'41 a 60',1,'Solteiro','Sem Escolaridade',37,49,'Locatario','CLT',0,1774.00,0.00,75891.00,12109.00,0.00,1,6029.83,52,118600.00,1
'26 a 40',3,'Solteiro','Sem Escolaridade',25,61,'Locatario','CLT',15,2171.00,0.00,72192.00,35354.00,-40553.00,1,163.38,39,12438.04,1
'26 a 40',2,'Solteiro','Sem Escolaridade',32,44,'Locatario','CLT',14,1518.00,0.00,43001.00,35062.00,0.00,1,1715.07,24,18275.58,1
'acima de 60',4,'Solteiro','Ensino Médio Incompleto',86,41,'Proprietario','CLT',68,2831.00,0.00,128780.00,68690.00,17115.00,0,0.00,0,0.00,0
'41 a 60',1,'Solteiro','Ensino Fundamental Incompleto',8,49,'Proprietario','Autonomo',30,1518.00,0.00,25369.00,22017.00,2659.00,1,2006.56,11,54000.00,1
'26 a 40',0,'Solteiro','Sem Escolaridade',29,44,'Locatario','CLT',13,6897.00,312067.00,182034.00,68521.00,46518.00,0,3425.72,0,239500.00,0
'acima de 60',4,'Casado','Ensino Fundamental Completo',45,41,'Locatario','CLT',67,12109.00,2388.00,946399.00,539338.00,115418.00,1,6008.56,51,84239.42,1
'acima de 60',3,'Solteiro','Sem Escolaridade',17,43,'Locatario','CLT',65,1518.00,0.00,144222.00,66277.00,4464.00,0,0.00,0,0.00,0
'41 a 60',2,'Solteiro','Sem Escolaridade',31,44,'Locatario','CLT',6,2399.00,0.00,88703.00,35843.00,-5548.00,0,0.00,0,0.00,0
'acima de 60',3,'Casado','Pós-graduação',70,51,'Locatario','PJ',38,3239.00,0.00,124237.00,85856.00,0.00,0,44206.35,0,399682.54,1
'acima de 60',0,'Solteiro','Sem Escolaridade',33,51,'Locatario','CLT',67,1829.00,0.00,16982.00,7920.00,1117.00,1,4816.15,32,81135.59,1
'acima de 60',3,'Viuvo','Doutorado',69,44,'Locatario','Autonomo',54,1518.00,0.00,78437.00,25824.00,13951.00,0,0.00,0,0.00,0
'41 a 60',0,'Solteiro','Sem Escolaridade',42,61,'Locatario','CLT',5,3298.00,0.00,49860.00,44148.00,0.00,1,8297.04,28,364497.93,1
'acima de 60',0,'Viuvo','Mestrado',92,41,'Locatario','Autonomo',44,1652.00,134335.00,453991.00,346758.00,-51386.00,0,2455.67,0,80072.94,1
'acima de 60',3,'Solteiro','Superior Incompleto',72,51,'Locatario','PJ',26,2176.00,0.00,43470.00,24973.00,0.00,0,16335.61,0,186537.70,1
'acima de 60',0,'Solteiro','Sem Escolaridade',51,47,'Locatario','CLT',50,2224.00,0.00,65307.00,2132.00,-12699.00,1,2855.98,41,137733.24,1
'até 25',2,'Solteiro','Sem Escolaridade',10,51,'Locatario','CLT',2,3420.00,0.00,39310.00,38395.00,27783.00,0,0.00,0,0.00,0
'41 a 60',3,'Solteiro','Sem Escolaridade',55,51,'Locatario','CLT',2,1818.00,0.00,66732.00,5297.00,0.00,0,8211.83,0,170571.43,1
'até 25',0,'Solteiro','Pós-graduação',20,62,'Locatario','CLT',1,1518.00,0.00,27357.00,25648.00,1580.00,0,0.00,0,0.00,0
'acima de 60',1,'Solteiro','Sem Escolaridade',16,50,'Locatario','CLT',44,2165.00,0.00,32677.00,5503.00,0.00,0,0.00,0,0.00,1
'acima de 60',4,'Solteiro','Ensino Fundamental Completo',91,44,'Locatario','CLT',46,1518.00,0.00,112807.00,51156.00,0.00,0,0.00,0,0.00,0
'acima de 60',1,'Solteiro','Sem Escolaridade',72,61,'Locatario','CLT',50,2221.00,0.00,104547.00,67829.00,0.00,1,17093.39,32,442612.90,1
'41 a 60',0,'Casado','Ensino Médio Incompleto',49,41,'Locatario','Autonomo',31,2087.00,0.00,76251.00,33726.00,-39851.00,0,17315.85,0,223235.37,1
'26 a 40',2,'Solteiro','Sem Escolaridade',16,41,'Locatario','CLT',13,3143.00,0.00,31155.00,2683.00,-34916.00,1,13639.70,37,709938.50,1
'41 a 60',2,'Casado','Ensino Médio Completo',43,36,'Locatario','PJ',10,2016.00,0.00,139458.00,66989.00,26238.00,1,1897.97,78,28845.90,1
'41 a 60',4,'Solteiro','Sem Escolaridade',42,56,'Locatario','CLT',21,1518.00,0.00,35063.00,19884.00,-44232.00,0,0.00,0,0.00,1
'acima de 60',4,'Solteiro','Sem Escolaridade',24,54,'Locatario','CLT',30,4841.00,95507.00,672818.00,419344.00,132949.00,0,0.00,0,0.00,0
'até 25',1,'Solteiro','Sem Escolaridade',23,37,'Locatario','CLT',5,1910.00,0.00,94571.00,35369.00,-60370.00,1,1234.17,66,9944.21,1
'acima de 60',0,'Solteiro','Sem Escolaridade',45,41,'Locatario','CLT',20,1518.00,0.00,27044.00,18164.00,6952.00,0,0.00,0,0.00,0
'acima de 60',2,'Viuvo','Ensino Médio Completo',91,50,'Proprietario','Autonomo',38,1518.00,0.00,87082.00,65757.00,0.00,0,0.00,0,0.00,0
'26 a 40',0,'Casado','Sem Escolaridade',36,41,'Locatario','Autonomo',19,1518.00,0.00,85120.00,4286.00,0.00,1,159.90,16,5281.92,1
'até 25',2,'Solteiro','Sem Escolaridade',19,54,'Locatario','CLT',1,1518.00,0.00,78793.00,23034.00,0.00,0,121.25,0,6490.94,1
'acima de 60',0,'Viuvo','Ensino Fundamental Incompleto',48,46,'Proprietario','CLT',16,4617.00,586734.00,46150.00,41640.00,0.00,1,795.52,62,4846.31,1
'41 a 60',1,'Solteiro','Doutorado',21,41,'Proprietario','Autonomo',30,1518.00,0.00,75300.00,22724.00,1666.00,0,0.00,0,0.00,0
'acima de 60',4,'Solteiro','Sem Escolaridade',81,43,'Locatario','CLT',43,3026.00,435256.00,233816.00,149545.00,29028.00,1,44.14,47,2148.53,0
'acima de 60',1,'Solteiro','Sem Escolaridade',36,43,'Locatario','CLT',13,1518.00,0.00,49221.00,15053.00,0.00,0,0.00,0,0.00,1
'41 a 60',4,'Viuvo','Superior Completo',57,42,'Locatario','PJ',35,2982.00,0.00,62158.00,52518.00,10375.00,0,0.00,0,0.00,0
'até 25',1,'Solteiro','Sem Escolaridade',20,48,'Locatario','CLT',2,1625.00,329228.00,893409.00,373731.00,-21445.00,0,9818.13,0,124621.43,1
'26 a 40',4,'Solteiro','Técnico',28,43,'Locatario','CLT',13,1973.00,0.00,99790.00,75497.00,-32482.00,0,0.00,0,0.00,0
'41 a 60',0,'Casado','Superior Incompleto',38,46,'Proprietario','CLT',23,14207.00,135209.00,152432.00,64550.00,-71037.00,0,0.00,0,0.00,0
'acima de 60',2,'Solteiro','Sem Escolaridade',70,48,'Locatario','CLT',13,1518.00,0.00,73314.00,41333.00,18000.00,1,1078.80,64,46116.20,1
'41 a 60',4,'Casado','Ensino Fundamental Incompleto',53,43,'Proprietario','CLT',9,2196.00,0.00,15067.00,10064.00,3250.00,0,0.00,0,0.00,0
'41 a 60',3,'Viuvo','Superior Completo',40,54,'Proprietario','CLT',42,1865.00,0.00,45306.00,41275.00,-54840.00,0,0.00,0,0.00,0
'26 a 40',4,'Solteiro','Superior Completo',37,49,'Locatario','Autonomo',13,2292.00,398423.00,305576.00,102699.00,0.00,1,1211.96,14,61066.67,1
'26 a 40',4,'Viuvo','Ensino Médio Completo',32,50,'Locatario','CLT',14,1518.00,0.00,57326.00,9282.00,-2819.00,0,0.00,0,0.00,0
'41 a 60',0,'Solteiro','Ensino Fundamental Completo',43,44,'Locatario','PJ',22,1518.00,0.00,18590.00,14706.00,0.00,0,552.70,0,11626.52,1
'acima de 60',1,'Solteiro','Sem Escolaridade',59,43,'Locatario','CLT',47,1518.00,0.00,99201.00,86941.00,10101.00,1,43825.09,0,50390.00,1
'41 a 60',3,'Solteiro','Doutorado',43,37,'Proprietario','CLT',14,1518.00,0.00,96224.00,41559.00,2658.00,1,44956.22,29,1398205.76,0
'acima de 60',1,'Solteiro','Sem Escolaridade',28,43,'Locatario','CLT',33,2952.00,0.00,99470.00,67457.00,-748.00,1,1831.94,4,78605.42,1
'41 a 60',2,'Solteiro','Sem Escolaridade',38,41,'Locatario','CLT',23,2354.00,0.00,145625.00,57232.00,18570.00,0,0.00,0,0.00,0
'acima de 60',1,'Solteiro','Sem Escolaridade',81,51,'Locatario','CLT',62,2319.00,0.00,59141.00,33428.00,-2550.00,0,80.47,0,3480.00,1
'acima de 60',1,'Solteiro','Ensino Médio Completo',30,49,'Locatario','Autonomo',55,1845.00,0.00,56728.00,28116.00,-35090.00,0,0.00,0,0.00,0
'acima de 60',4,'Casado','Ensino Fundamental Completo',76,56,'Proprietario','PJ',36,1518.00,0.00,79713.00,5332.00,561.00,0,0.00,0,0.00,1
'41 a 60',0,'Viuvo','Mestrado',0,42,'Locatario','CLT',40,2198.00,0.00,43421.00,29826.00,0.00,0,0.00,0,0.00,0
'acima de 60',0,'Solteiro','Sem Escolaridade',98,49,'Locatario','CLT',44,3176.00,0.00,139853.00,55021.00,12306.00,0,0.00,0,0.00,0
'41 a 60',4,'Viuvo','Ensino Médio Completo',0,44,'Locatario','PJ',9,1518.00,0.00,98898.00,76485.00,0.00,0,0.00,0,0.00,1
'26 a 40',2,'Viuvo','Superior Incompleto',19,36,'Proprietario','Autonomo',17,2392.00,0.00,22926.00,7440.00,0.00,0,0.00,0,0.00,0
'26 a 40',0,'Solteiro','Sem Escolaridade',36,51,'Locatario','CLT',20,1518.00,0.00,81373.00,22992.00,-72380.00,1,186.87,16,8135.32,1
'26 a 40',1,'Solteiro','Sem Escolaridade',34,61,'Locatario','CLT',1,1518.00,0.00,57618.00,29128.00,0.00,0,0.00,0,0.00,1
'acima de 60',2,'Solteiro','Sem Escolaridade',61,41,'Locatario','CLT',43,10211.00,254214.00,688702.00,301866.00,6046.00,0,999.26,0,27378.57,0
'acima de 60',4,'Casado','Superior Incompleto',86,37,'Proprietario','PJ',57,1947.00,0.00,87070.00,55832.00,0.00,0,12584.59,0,92164.66,1
'acima de 60',0,'Solteiro','Superior Incompleto',49,48,'Proprietario','CLT',76,1847.00,0.00,25432.00,16721.00,0.00,0,0.00,0,0.00,0
'acima de 60',3,'Viuvo','Mestrado',82,47,'Locatario','Autonomo',38,1518.00,0.00,76187.00,64121.00,578.00,0,0.00,0,0.00,1
'até 25',3,'Casado','Ensino Médio Completo',16,62,'Locatario','PJ',4,1524.00,0.00,64786.00,2728.00,0.00,0,0.00,0,0.00,1
'acima de 60',2,'Solteiro','Técnico',87,54,'Proprietario','PJ',33,2296.00,0.00,55857.00,41563.00,-30226.00,1,1007.89,13,30134.21,1
'41 a 60',4,'Solteiro','Sem Escolaridade',35,42,'Locatario','CLT',0,2532.00,0.00,38691.00,21146.00,0.00,1,12300.75,35,510666.66,1
'acima de 60',1,'Solteiro','Sem Escolaridade',67,43,'Locatario','CLT',15,6428.00,201428.00,362670.00,226877.00,75216.00,0,0.00,0,0.00,0
'41 a 60',1,'Solteiro','Sem Escolaridade',35,49,'Locatario','CLT',30,2342.00,0.00,132671.00,60080.00,6217.00,0,3033.17,0,88300.00,1
'acima de 60',3,'Solteiro','Sem Escolaridade',56,44,'Locatario','CLT',35,1518.00,0.00,86021.00,64422.00,0.00,0,0.00,0,0.00,1
'acima de 60',3,'Solteiro','Sem Escolaridade',59,51,'Locatario','CLT',36,2972.00,0.00,46116.00,34345.00,623.00,0,16166.91,0,133680.85,1
'26 a 40',1,'Solteiro','Sem Escolaridade',23,62,'Locatario','CLT',4,2361.00,0.00,93617.00,53406.00,0.00,1,145.66,65,1221.93,1
'acima de 60',1,'Casado','Superior Completo',59,62,'Locatario','CLT',23,7681.00,43254.00,245551.00,238563.00,0.00,1,53.74,16,1927.17,0
'acima de 60',0,'Solteiro','Sem Escolaridade',27,44,'Locatario','CLT',7,9895.00,343634.00,439949.00,108491.00,0.00,1,271.12,0,13215.35,0
'até 25',3,'Viuvo','Superior Incompleto',23,42,'Proprietario','CLT',5,1886.00,0.00,17692.00,392.00,0.00,0,0.00,0,0.00,1
'26 a 40',2,'Viuvo','Técnico',37,56,'Locatario','PJ',20,2255.00,0.00,47320.00,40878.00,0.00,0,0.00,0,0.00,1
'acima de 60',2,'Casado','Ensino Médio Incompleto',20,43,'Proprietario','Autonomo',81,3465.00,0.00,57842.00,35699.00,8599.00,0,0.00,0,0.00,0
'26 a 40',1,'Solteiro','Técnico',27,46,'Proprietario','CLT',8,2852.00,0.00,164215.00,91867.00,0.00,1,1852.88,21,75147.52,1
'26 a 40',2,'Solteiro','Sem Escolaridade',1,62,'Locatario','CLT',16,2990.00,0.00,77075.00,32446.00,0.00,0,0.00,0,0.00,1
'26 a 40',2,'Solteiro','Sem Escolaridade',26,36,'Locatario','CLT',9,9066.00,176576.00,667871.00,314624.00,-90992.00,1,1109.09,47,87771.68,0
'acima de 60',3,'Solteiro','Ensino Fundamental Incompleto',83,54,'Locatario','Autonomo',65,1617.00,0.00,20955.00,13654.00,0.00,0,0.00,0,0.00,1
'acima de 60',1,'Solteiro','Sem Escolaridade',86,41,'Locatario','CLT',19,1518.00,0.00,43430.00,6124.00,0.00,1,91184.43,63,509967.59,1
'acima de 60',4,'Solteiro','Sem Escolaridade',75,47,'Locatario','CLT',23,9349.00,134950.00,680502.00,247680.00,-256723.00,0,25600.00,0,88200.00,1
'acima de 60',1,'Casado','Ensino Médio Completo',85,49,'Proprietario','CLT',67,3106.00,0.00,93831.00,54142.00,3190.00,1,378.79,37,20311.11,0
'até 25',4,'Solteiro','Sem Escolaridade',22,62,'Locatario','CLT',1,2296.00,0.00,59722.00,45667.00,0.00,0,0.00,0,0.00,1
'acima de 60',2,'Solteiro','Sem Escolaridade',75,51,'Locatario','CLT',26,12955.00,256390.00,157385.00,120685.00,-77795.00,0,0.00,0,0.00,0
'acima de 60',1,'Solteiro','Sem Escolaridade',18,61,'Locatario','CLT',65,2095.00,0.00,67098.00,12327.00,0.00,0,2256.09,0,72280.00,1
'acima de 60',0,'Viuvo','Superior Incompleto',73,48,'Locatario','PJ',29,2636.00,0.00,85864.00,65212.00,28192.00,0,0.00,0,0.00,0
'41 a 60',1,'Solteiro','Sem Escolaridade',49,41,'Locatario','CLT',31,11134.00,91196.00,473900.00,266804.00,104315.00,1,7483.09,15,35544.02,1
'41 a 60',3,'Solteiro','Sem Escolaridade',44,49,'Locatario','CLT',26,4667.00,34342.00,480138.00,439801.00,0.00,0,0.00,0,0.00,0
'acima de 60',4,'Casado','Mestrado',73,42,'Locatario','Autonomo',57,2219.00,0.00,28656.00,12213.00,0.00,0,0.00,0,0.00,1
'41 a 60',3,'Solteiro','Sem Escolaridade',3,62,'Locatario','CLT',27,3375.00,0.00,98967.00,32260.00,0.00,0,0.00,0,0.00,0
'acima de 60',2,'Solteiro','Sem Escolaridade',92,48,'Locatario','CLT',76,2287.00,0.00,125970.00,83953.00,17211.00,0,0.00,0,0.00,0
'até 25',3,'Solteiro','Sem Escolaridade',18,51,'Locatario','CLT',0,8699.00,30124.00,542632.00,277624.00,83320.00,0,0.00,0,0.00,0
'acima de 60',1,'Solteiro','Sem Escolaridade',60,49,'Locatario','CLT',20,9113.00,297101.00,89268.00,13007.00,4231.00,0,0.00,0,0.00,0
'acima de 60',0,'Solteiro','Sem Escolaridade',61,41,'Locatario','CLT',33,3477.00,0.00,73803.00,54843.00,25878.00,0,17098.90,0,614448.16,0
'até 25',3,'Solteiro','Sem Escolaridade',24,44,'Locatario','CLT',6,2228.00,0.00,84164.00,12905.00,8098.00,0,355.74,0,11400.00,0
'26 a 40',1,'Solteiro','Sem Escolaridade',40,43,'Locatario','CLT',22,10005.00,171303.00,215413.00,194344.00,0.00,0,0.00,0,0.00,0
'acima de 60',2,'Solteiro','Sem Escolaridade',65,42,'Locatario','CLT',52,2947.00,0.00,60411.00,36204.00,0.00,0,0.00,0,0.00,0
'acima de 60',0,'Solteiro','Ensino Médio Incompleto',39,41,'Locatario','CLT',9,2751.00,0.00,27042.00,9316.00,0.00,0,0.00,0,0.00,0
'41 a 60',0,'Casado','Ensino Médio Completo',23,54,'Locatario','Autonomo',41,2275.00,0.00,836.00,512.00,0.00,0,0.00,0,0.00,1
'41 a 60',2,'Solteiro','Sem Escolaridade',15,51,'Locatario','CLT',17,1518.00,0.00,71161.00,65744.00,0.00,1,90699.24,61,1004858.71,1
'26 a 40',0,'Solteiro','Sem Escolaridade',28,44,'Locatario','CLT',15,1650.00,0.00,52328.00,16223.00,1750.00,1,471.36,23,6280.00,0
'acima de 60',3,'Solteiro','Sem Escolaridade',57,51,'Locatario','CLT',20,2827.00,0.00,47401.00,4452.00,-65067.00,0,0.00,0,0.00,1
'acima de 60',2,'Solteiro','Sem Escolaridade',78,42,'Locatario','CLT',51,1518.00,0.00,75313.00,34160.00,0.00,0,0.00,0,0.00,0
'acima de 60',2,'Solteiro','Sem Escolaridade',57,43,'Locatario','CLT',44,2878.00,0.00,86500.00,77229.00,0.00,1,1526.10,42,100396.04,1
'acima de 60',3,'Solteiro','Sem Escolaridade',82,61,'Locatario','CLT',47,1518.00,0.00,48899.00,65.00,14.00,0,0.00,0,0.00,1
'acima de 60',1,'Viuvo','Doutorado',72,41,'Proprietario','Autonomo',35,2526.00,0.00,103895.00,74404.00,-51600.00,1,320066.82,30,322590.00,1
'até 25',3,'Solteiro','Sem Escolaridade',16,36,'Locatario','CLT',0,1518.00,0.00,118445.00,67673.00,0.00,0,58.91,0,3453.33,1
'acima de 60',3,'Solteiro','Sem Escolaridade',29,41,'Locatario','CLT',69,2394.00,0.00,42767.00,12279.00,-22798.00,0,0.00,0,0.00,1
'26 a 40',0,'Solteiro','Sem Escolaridade',30,41,'Locatario','CLT',5,1660.00,0.00,82169.00,11272.00,4780.00,1,12481.47,49,57790.95,1
'41 a 60',4,'Solteiro','Sem Escolaridade',36,36,'Locatario','CLT',16,1578.00,0.00,133924.00,88163.00,39340.00,0,0.00,0,0.00,0
'41 a 60',4,'Solteiro','Sem Escolaridade',43,43,'Locatario','CLT',32,1518.00,0.00,72932.00,14443.00,7336.00,0,0.00,0,0.00,0
'26 a 40',3,'Solteiro','Sem Escolaridade',39,46,'Locatario','CLT',21,18920.00,243405.00,640252.00,473149.00,0.00,1,722.23,52,11571.46,1
'até 25',4,'Viuvo','Ensino Fundamental Incompleto',0,42,'Locatario','Autonomo',7,2337.00,0.00,29540.00,18831.00,-64537.00,1,10735.52,61,785340.42,1
'acima de 60',2,'Solteiro','Sem Escolaridade',74,44,'Locatario','CLT',26,1518.00,0.00,39067.00,34972.00,-71243.00,1,6122.46,13,150418.45,1
'acima de 60',4,'Casado','Mestrado',65,44,'Locatario','Autonomo',15,1776.00,0.00,53721.00,33060.00,-33439.00,0,0.00,0,0.00,0
'26 a 40',0,'Solteiro','Sem Escolaridade',36,44,'Locatario','CLT',18,1518.00,0.00,49092.00,48878.00,3790.00,1,1565.23,5,36766.67,1
'41 a 60',0,'Solteiro','Sem Escolaridade',3,54,'Locatario','CLT',24,2631.00,346718.00,536374.00,55916.00,7951.00,0,0.00,0,0.00,0
'acima de 60',2,'Solteiro','Sem Escolaridade',68,47,'Locatario','CLT',3,1518.00,0.00,73574.00,22941.00,7068.00,0,0.00,0,0.00,0
'26 a 40',1,'Solteiro','Sem Escolaridade',40,61,'Locatario','CLT',11,2057.00,0.00,75764.00,64888.00,-58530.00,0,0.00,0,0.00,0
'26 a 40',0,'Solteiro','Sem Escolaridade',26,56,'Locatario','CLT',11,1518.00,0.00,41960.00,5567.00,-77372.00,0,0.00,0,0.00,1
'até 25',3,'Casado','Pós-graduação',22,47,'Proprietario','PJ',4,3476.00,178421.00,572986.00,475766.00,195831.00,0,20.49,0,1310.00,0
'acima de 60',4,'Solteiro','Sem Escolaridade',68,41,'Locatario','CLT',14,1518.00,0.00,86445.00,62641.00,-12744.00,0,0.00,0,0.00,1
'41 a 60',2,'Solteiro','Sem Escolaridade',42,41,'Locatario','CLT',20,2590.00,0.00,70034.00,43455.00,11025.00,0,0.00,0,0.00,0
'acima de 60',2,'Solteiro','Sem Escolaridade',82,54,'Locatario','CLT',13,1657.00,0.00,121551.00,77187.00,-24355.00,0,0.00,0,0.00,1
'41 a 60',2,'Casado','Sem Escolaridade',37,43,'Locatario','Autonomo',26,1518.00,0.00,57729.00,4448.00,-86575.00,0,2325.00,0,113000.00,1
'acima de 60',1,'Solteiro','Sem Escolaridade',47,43,'Locatario','CLT',43,1581.00,102204.00,411113.00,257280.00,15168.00,0,0.00,0,0.00,0
'até 25',2,'Solteiro','Sem Escolaridade',20,47,'Locatario','CLT',4,1836.00,0.00,78915.00,41673.00,0.00,0,1812.09,0,19187.61,1
'até 25',4,'Solteiro','Sem Escolaridade',24,49,'Locatario','CLT',6,1775.00,0.00,53787.00,19187.00,370.00,0,0.00,0,0.00,1
'26 a 40',4,'Solteiro','Sem Escolaridade',2,41,'Locatario','CLT',7,1518.00,0.00,33044.00,999.00,0.00,0,0.00,0,0.00,1
'26 a 40',4,'Solteiro','Sem Escolaridade',26,43,'Locatario','CLT',9,2355.00,0.00,59114.00,5584.00,0.00,0,240097.30,0,963600.00,1
'acima de 60',2,'Viuvo','Superior Completo',84,43,'Locatario','Autonomo',24,2823.00,0.00,14085.00,10181.00,0.00,0,0.00,0,0.00,1
'26 a 40',3,'Solteiro','Sem Escolaridade',0,49,'Locatario','CLT',22,1927.00,0.00,92692.00,59315.00,6759.00,1,235.96,48,7280.71,1
'41 a 60',0,'Solteiro','Ensino Médio Completo',39,44,'Proprietario','PJ',20,1530.00,0.00,107497.00,74147.00,0.00,0,0.00,0,0.00,0
'até 25',1,'Solteiro','Sem Escolaridade',14,36,'Locatario','CLT',1,3358.00,0.00,50420.00,19167.00,12717.00,0,0.00,0,0.00,0
'26 a 40',0,'Solteiro','Sem Escolaridade',32,44,'Locatario','CLT',17,2857.00,0.00,82482.00,13092.00,9182.00,0,0.00,0,0.00,0
'26 a 40',2,'Solteiro','Superior Incompleto',2,41,'Locatario','PJ',3,1885.00,0.00,156891.00,85554.00,14264.00,1,466.22,24,8076.11,0
'26 a 40',4,'Solteiro','Sem Escolaridade',7,50,'Locatario','CLT',12,2634.00,0.00,9588.00,202.00,-37998.00,1,134.35,35,1029.61,1
'acima de 60',2,'Solteiro','Sem Escolaridade',71,43,'Locatario','CLT',25,1518.00,0.00,76228.00,66784.00,11632.00,0,1021.54,0,41420.52,1
'26 a 40',3,'Casado','Ensino Fundamental Completo',6,54,'Proprietario','Autonomo',12,1518.00,0.00,105767.00,39663.00,23729.00,1,13480.00,17,997723.40,1
'41 a 60',2,'Solteiro','Superior Completo',44,49,'Locatario','Autonomo',25,8439.00,108936.00,583836.00,121115.00,0.00,0,0.00,0,0.00,0
'41 a 60',1,'Solteiro','Sem Escolaridade',38,37,'Locatario','CLT',4,1518.00,0.00,53440.00,27682.00,-33468.00,0,0.00,0,0.00,0
'41 a 60',3,'Solteiro','Mestrado',33,36,'Proprietario','Autonomo',30,13294.00,193167.00,699528.00,464216.00,0.00,0,24737.43,0,881735.77,0
'acima de 60',3,'Solteiro','Sem Escolaridade',65,54,'Locatario','CLT',63,3480.00,0.00,27624.00,23977.00,0.00,0,0.00,0,0.00,1
'26 a 40',1,'Solteiro','Sem Escolaridade',32,50,'Locatario','CLT',2,1713.00,111443.00,546168.00,447109.00,0.00,1,21910.09,48,676558.91,1
'41 a 60',3,'Solteiro','Sem Escolaridade',52,62,'Locatario','CLT',31,1518.00,0.00,34578.00,4198.00,1601.00,0,0.00,0,0.00,1
'até 25',2,'Solteiro','Sem Escolaridade',22,49,'Locatario','CLT',6,7438.00,166925.00,628385.00,206194.00,0.00,0,0.00,0,0.00,0
'26 a 40',4,'Solteiro','Doutorado',29,49,'Proprietario','PJ',11,1518.00,0.00,122659.00,52661.00,0.00,1,561.84,91,31335.30,1
'41 a 60',0,'Viuvo','Pós-graduação',52,44,'Proprietario','PJ',33,1518.00,0.00,83920.00,28946.00,0.00,0,50341.77,0,887560.00,1
'41 a 60',4,'Solteiro','Sem Escolaridade',38,36,'Locatario','CLT',18,11685.00,137466.00,499042.00,475152.00,0.00,0,0.00,0,0.00,0
'acima de 60',2,'Solteiro','Ensino Médio Incompleto',63,43,'Proprietario','PJ',73,1760.00,0.00,49444.00,13714.00,-36004.00,1,1309.80,35,28798.58,1
'41 a 60',4,'Solteiro','Ensino Fundamental Completo',14,41,'Locatario','Autonomo',27,7630.00,367451.00,791326.00,487957.00,260336.00,1,300.32,40,10182.73,1
'até 25',1,'Solteiro','Sem Escolaridade',22,36,'Locatario','CLT',4,1779.00,0.00,61874.00,52250.00,7681.00,0,0.00,0,0.00,0
'41 a 60',2,'Solteiro','Sem Escolaridade',8,49,'Locatario','CLT',17,11389.00,144133.00,454618.00,43906.00,0.00,1,679.17,19,20976.92,1
'acima de 60',3,'Casado','Pós-graduação',92,44,'Proprietario','CLT',53,1685.00,0.00,37286.00,36880.00,0.00,0,0.00,0,0.00,0
'41 a 60',2,'Viuvo','Pós-graduação',49,43,'Locatario','PJ',16,2731.00,0.00,24854.00,13843.00,-16348.00,0,8946.78,0,109142.86,1
