@relation risco_credito

@attribute rangeIdade string
@attribute numeroDependentes numeric
@attribute estadoCivil string
@attribute escolaridade string
@attribute tempoEnderecoAnos numeric
@attribute nivelInadimplenciaEstado numeric
@attribute tipoContratoResidencia string
@attribute tipoEmprego string
@attribute tempoEmpregoAtual numeric
@attribute salarioLiquidoMensal numeric
@attribute montanteInvestimentos numeric
@attribute montanteBens numeric
@attribute saldo numeric
@attribute restanteMensal numeric
@attribute estaInadimplente {0,1}
@attribute valorParcelaAtiva numeric
@attribute mesesAtrasado numeric
@attribute valorCreditoRestanteTotal numeric
@attribute seraInadimplente {0,1}

@data
'26 a 40',0,'Solteiro','Ensino Médio Completo',32,41,'Proprietario','PJ',14,1827.00,214920.00,684621.00,337488.00,186421.00,1,6213.62,49,45720.38,0
'até 25',4,'Casado','Superior Completo',21,50,'Proprietario','PJ',3,1518.00,0.00,26032.00,22088.00,0.00,0,1908.55,0,65700.00,1
'26 a 40',2,'Solteiro','Mestrado',9,36,'Locatario','PJ',9,8161.00,634635.00,286530.00,167984.00,21926.00,0,0.00,0,0.00,0
'acima de 60',3,'Solteiro','Sem Escolaridade',67,48,'Locatario','CLT',53,1518.00,0.00,33348.00,30156.00,0.00,1,455.26,42,3631.58,1
'acima de 60',0,'Solteiro','Sem Escolaridade',99,62,'Locatario','CLT',38,2715.00,0.00,43895.00,39220.00,6034.00,1,2673.61,12,69777.77,1
'41 a 60',0,'Solteiro','Sem Escolaridade',45,59,'Locatario','CLT',27,1990.00,0.00,62778.00,48111.00,0.00,0,0.00,0,0.00,0
'acima de 60',1,'Solteiro','Sem Escolaridade',78,62,'Locatario','CLT',75,1768.00,0.00,86139.00,71849.00,7398.00,1,20944.05,12,323265.27,1
'26 a 40',0,'Solteiro','Sem Escolaridade',39,48,'Locatario','CLT',1,1518.00,0.00,48159.00,751.00,0.00,0,36743.96,0,824000.00,1
'acima de 60',4,'Solteiro','Sem Escolaridade',63,46,'Locatario','CLT',46,2733.00,0.00,88704.00,3696.00,-18170.00,0,0.00,0,0.00,1
'acima de 60',1,'Solteiro','Sem Escolaridade',77,49,'Locatario','CLT',46,2971.00,578519.00,476426.00,413575.00,0.00,1,159.90,27,6212.00,1
'acima de 60',4,'Solteiro','Sem Escolaridade',72,44,'Locatario','CLT',15,1518.00,0.00,31514.00,26261.00,0.00,1,367.34,26,5674.04,1
'26 a 40',4,'Solteiro','Sem Escolaridade',2,41,'Locatario','CLT',7,1518.00,0.00,33044.00,999.00,0.00,0,0.00,0,0.00,1
'26 a 40',2,'Casado','Sem Escolaridade',30,36,'Locatario','CLT',11,10235.00,86542.00,807485.00,527508.00,0.00,0,0.00,0,0.00,0
'26 a 40',1,'Solteiro','Ensino Fundamental Completo',35,43,'Locatario','CLT',16,7467.00,261392.00,652746.00,321774.00,0.00,1,1612.55,23,18784.05,0
'acima de 60',4,'Solteiro','Sem Escolaridade',10,50,'Locatario','CLT',41,2440.00,0.00,65524.00,17832.00,-76205.00,0,0.00,0,0.00,1
'acima de 60',4,'Viuvo','Superior Incompleto',61,44,'Locatario','CLT',39,2328.00,0.00,67024.00,14761.00,482.00,0,0.00,0,0.00,0
'acima de 60',4,'Viuvo','Superior Incompleto',32,51,'Proprietario','PJ',59,2542.00,8885.00,263730.00,158340.00,0.00,1,4995.75,53,71718.53,1
'até 25',2,'Solteiro','Sem Escolaridade',22,42,'Locatario','CLT',7,6262.00,27951.00,109909.00,79696.00,17371.00,1,8313.95,34,17614.89,1
'41 a 60',1,'Solteiro','Sem Escolaridade',6,47,'Locatario','CLT',27,3222.00,0.00,98875.00,75403.00,9802.00,0,6437.39,0,261536.67,0
'41 a 60',0,'Solteiro','Sem Escolaridade',18,50,'Locatario','CLT',7,4100.00,324697.00,96782.00,10929.00,861.00,0,0.00,0,0.00,0
'acima de 60',4,'Viuvo','Superior Completo',77,48,'Locatario','CLT',59,1731.00,0.00,87697.00,64576.00,25525.00,1,112.14,22,7766.65,0
'26 a 40',1,'Solteiro','Mestrado',15,56,'Proprietario','CLT',8,1518.00,0.00,55095.00,48823.00,9067.00,0,0.00,0,0.00,0
'acima de 60',0,'Solteiro','Sem Escolaridade',78,62,'Locatario','CLT',56,2412.00,229662.00,633041.00,192928.00,-11327.00,0,638.49,0,7920.00,0
'acima de 60',0,'Solteiro','Sem Escolaridade',93,46,'Locatario','CLT',75,1518.00,0.00,99892.00,40576.00,9112.00,0,4045.83,0,58900.00,1
'41 a 60',1,'Casado','Ensino Médio Completo',25,43,'Locatario','Autonomo',26,1518.00,0.00,15751.00,3418.00,0.00,1,8427.63,50,17223.68,1
'acima de 60',2,'Casado','Ensino Fundamental Completo',79,61,'Locatario','Autonomo',39,2210.00,0.00,109531.00,39172.00,0.00,0,0.00,0,0.00,1
'acima de 60',2,'Solteiro','Sem Escolaridade',64,37,'Locatario','CLT',46,1917.00,0.00,135054.00,69990.00,34302.00,0,1380.47,0,85948.06,1
'acima de 60',1,'Viuvo','Doutorado',24,37,'Proprietario','CLT',27,6944.00,255439.00,294832.00,268258.00,-167279.00,0,39132.24,0,1351310.26,0
'26 a 40',0,'Solteiro','Sem Escolaridade',29,61,'Locatario','CLT',14,2038.00,0.00,59405.00,17518.00,9029.00,1,3075.41,46,253081.01,1
'acima de 60',0,'Solteiro','Sem Escolaridade',67,61,'Locatario','CLT',49,2306.00,0.00,14278.00,6925.00,-85318.00,0,0.00,0,0.00,1
'acima de 60',2,'Solteiro','Sem Escolaridade',47,41,'Locatario','CLT',30,1518.00,0.00,90890.00,42571.00,8722.00,0,0.00,0,0.00,0
'até 25',1,'Solteiro','Sem Escolaridade',6,56,'Locatario','CLT',1,1518.00,0.00,36334.00,34456.00,6187.00,1,6155.57,25,19523.45,1
'acima de 60',1,'Viuvo','Superior Completo',51,62,'Locatario','Autonomo',48,2422.00,0.00,98451.00,53279.00,0.00,0,0.00,0,0.00,1
'até 25',3,'Solteiro','Sem Escolaridade',25,43,'Locatario','CLT',7,1518.00,0.00,54553.00,24785.00,0.00,0,0.00,0,0.00,1
'26 a 40',3,'Solteiro','Sem Escolaridade',25,56,'Locatario','CLT',22,4784.00,210662.00,178236.00,88141.00,0.00,0,0.00,0,0.00,0
'acima de 60',2,'Solteiro','Superior Incompleto',60,42,'Locatario','CLT',34,1569.00,0.00,33931.00,14685.00,-33447.00,0,0.00,0,0.00,0
'41 a 60',0,'Solteiro','Sem Escolaridade',2,36,'Locatario','CLT',32,1518.00,0.00,48321.00,42329.00,3344.00,1,49341.85,87,643994.96,1
'acima de 60',4,'Viuvo','Superior Incompleto',52,47,'Proprietario','PJ',74,1518.00,0.00,106675.00,24708.00,4406.00,1,1520.68,58,89612.79,1
'acima de 60',2,'Viuvo','Superior Completo',29,50,'Proprietario','PJ',17,2774.00,0.00,18633.00,16498.00,-54957.00,0,65.25,0,730.00,0
'26 a 40',1,'Solteiro','Sem Escolaridade',26,56,'Locatario','CLT',8,1518.00,0.00,80280.00,14982.00,-35157.00,1,13648.33,17,404227.25,1
'41 a 60',2,'Casado','Ensino Médio Completo',25,42,'Locatario','CLT',20,2557.00,0.00,88467.00,23057.00,1155.00,0,2206.70,0,108218.82,1
'acima de 60',4,'Casado','Mestrado',37,47,'Locatario','PJ',62,1746.00,0.00,42101.00,38508.00,0.00,0,0.00,0,0.00,1
'41 a 60',1,'Viuvo','Doutorado',46,36,'Proprietario','PJ',21,17529.00,295962.00,204034.00,48715.00,9300.00,1,39495.92,8,809056.13,0
'acima de 60',2,'Casado','Ensino Médio Completo',81,43,'Locatario','PJ',38,1662.00,0.00,57334.00,41882.00,0.00,0,0.00,0,0.00,0
'41 a 60',4,'Solteiro','Sem Escolaridade',20,62,'Locatario','CLT',30,2064.00,0.00,75770.00,17955.00,-1748.00,0,0.00,0,0.00,1
'26 a 40',0,'Solteiro','Sem Escolaridade',36,50,'Locatario','CLT',17,3081.00,0.00,33833.00,23279.00,-12773.00,1,2315.65,76,39018.45,1
'até 25',2,'Solteiro','Sem Escolaridade',0,44,'Locatario','CLT',2,1518.00,0.00,80532.00,38754.00,0.00,0,0.00,0,0.00,1
'acima de 60',2,'Solteiro','Ensino Médio Incompleto',92,37,'Proprietario','CLT',37,2769.00,0.00,87829.00,77529.00,-36426.00,1,1505.36,72,31727.40,1
'41 a 60',1,'Solteiro','Sem Escolaridade',41,41,'Locatario','CLT',14,1518.00,0.00,43866.00,14265.00,-76548.00,0,332.63,0,18222.86,1
'até 25',1,'Solteiro','Sem Escolaridade',16,49,'Locatario','CLT',0,1605.00,0.00,63633.00,45239.00,5521.00,0,4634.10,0,133866.67,1
'26 a 40',2,'Solteiro','Sem Escolaridade',34,43,'Locatario','CLT',15,1518.00,0.00,64757.00,1850.00,0.00,0,0.00,0,0.00,0
'acima de 60',0,'Solteiro','Sem Escolaridade',38,43,'Locatario','CLT',65,7932.00,179091.00,96733.00,51366.00,0.00,1,2146.03,53,57201.04,1
'até 25',0,'Solteiro','Sem Escolaridade',23,51,'Locatario','CLT',6,1941.00,0.00,23597.00,10466.00,-2029.00,0,198.06,0,9258.73,1
'acima de 60',0,'Solteiro','Sem Escolaridade',97,50,'Locatario','CLT',54,1518.00,0.00,75422.00,44760.00,1178.00,0,5424.22,0,97141.33,1
'acima de 60',3,'Solteiro','Sem Escolaridade',36,41,'Locatario','CLT',52,1794.00,258311.00,682170.00,393466.00,0.00,0,0.00,0,0.00,0
'26 a 40',1,'Solteiro','Sem Escolaridade',33,43,'Locatario','CLT',12,1750.00,0.00,120628.00,64658.00,9560.00,0,194.94,0,4820.00,0
'até 25',0,'Solteiro','Sem Escolaridade',25,61,'Locatario','CLT',6,2594.00,0.00,42593.00,23418.00,-45727.00,1,1287.65,50,15762.80,1
'acima de 60',2,'Solteiro','Sem Escolaridade',92,54,'Locatario','CLT',47,1518.00,0.00,70305.00,33575.00,0.00,1,14780.87,69,73832.32,1
'26 a 40',3,'Solteiro','Sem Escolaridade',0,41,'Locatario','CLT',12,2944.00,0.00,38421.00,12690.00,0.00,1,14184.85,41,325355.61,1
'41 a 60',1,'Solteiro','Sem Escolaridade',52,61,'Locatario','CLT',32,1518.00,0.00,103442.00,42630.00,13349.00,0,0.00,0,0.00,0
'acima de 60',4,'Solteiro','Ensino Fundamental Completo',60,54,'Proprietario','CLT',9,3246.00,0.00,61665.00,35153.00,14416.00,0,298.38,0,8519.33,0
'acima de 60',1,'Viuvo','Doutorado',85,44,'Locatario','CLT',78,1518.00,0.00,15343.00,45.00,0.00,0,0.00,0,0.00,1
'41 a 60',3,'Solteiro','Sem Escolaridade',8,48,'Locatario','CLT',27,1518.00,0.00,73711.00,14400.00,-62144.00,0,0.00,0,0.00,0
'26 a 40',4,'Viuvo','Pós-graduação',4,42,'Proprietario','Autonomo',18,1696.00,0.00,77790.00,48688.00,-39092.00,0,0.00,0,0.00,0
'acima de 60',2,'Casado','Ensino Fundamental Completo',61,62,'Proprietario','PJ',29,2908.00,588445.00,276188.00,216853.00,0.00,1,22260.67,65,164281.81,1
'acima de 60',1,'Viuvo','Superior Incompleto',82,47,'Locatario','Autonomo',55,1646.00,193115.00,518930.00,503589.00,-272168.00,1,55933.66,63,516662.12,1
'acima de 60',3,'Solteiro','Sem Escolaridade',53,43,'Locatario','CLT',17,2629.00,0.00,12033.00,6498.00,0.00,1,1028.44,36,17631.56,1
'41 a 60',0,'Casado','Técnico',52,41,'Locatario','Autonomo',19,3000.00,0.00,115186.00,38367.00,4822.00,0,6449.94,0,146300.00,0
'acima de 60',2,'Viuvo','Doutorado',45,54,'Proprietario','Autonomo',49,2883.00,0.00,25258.00,7564.00,3527.00,1,72.70,4,4905.88,1
'acima de 60',3,'Viuvo','Técnico',82,49,'Proprietario','CLT',62,1518.00,0.00,107777.00,37893.00,12763.00,0,0.00,0,0.00,0
'até 25',0,'Solteiro','Mestrado',22,62,'Locatario','PJ',2,2076.00,0.00,52588.00,34610.00,0.00,0,1325.21,0,36040.00,1
'acima de 60',0,'Viuvo','Mestrado',32,43,'Proprietario','CLT',20,2182.00,0.00,18143.00,1096.00,212.00,1,1388.39,62,51592.33,1
'41 a 60',1,'Viuvo','Técnico',43,59,'Proprietario','PJ',26,2625.00,0.00,62240.00,44903.00,5968.00,0,0.00,0,0.00,0
'26 a 40',1,'Viuvo','Doutorado',31,41,'Proprietario','CLT',13,1518.00,0.00,68571.00,51600.00,0.00,0,124.94,0,7980.00,0
'acima de 60',3,'Solteiro','Sem Escolaridade',60,46,'Locatario','CLT',44,2659.00,0.00,38386.00,3780.00,0.00,1,9370.85,49,89283.25,1
'acima de 60',0,'Casado','Superior Completo',65,61,'Locatario','PJ',33,2336.00,0.00,55872.00,12207.00,3919.00,1,60621.45,45,568973.33,1
'acima de 60',2,'Solteiro','Sem Escolaridade',76,44,'Locatario','CLT',18,1518.00,0.00,84292.00,62024.00,3547.00,1,1494.83,1,17709.43,1
'até 25',3,'Solteiro','Sem Escolaridade',22,62,'Locatario','CLT',0,2636.00,0.00,68361.00,35472.00,0.00,1,288.63,22,9824.87,1
'acima de 60',2,'Solteiro','Sem Escolaridade',69,43,'Locatario','CLT',53,4570.00,119509.00,615259.00,335099.00,-109293.00,0,0.00,0,0.00,0
'até 25',2,'Solteiro','Sem Escolaridade',12,48,'Locatario','CLT',0,2764.00,0.00,51723.00,50087.00,0.00,0,0.00,0,0.00,1
'acima de 60',1,'Solteiro','Sem Escolaridade',74,47,'Locatario','CLT',52,1518.00,0.00,107221.00,71965.00,0.00,0,0.00,0,0.00,0
'acima de 60',3,'Solteiro','Sem Escolaridade',70,44,'Locatario','CLT',17,1893.00,0.00,58705.00,55676.00,-37783.00,1,362.33,73,14157.17,1
'acima de 60',4,'Solteiro','Sem Escolaridade',18,50,'Locatario','CLT',4,1582.00,0.00,103199.00,46075.00,0.00,0,2705.12,0,8546.15,1
'26 a 40',2,'Viuvo','Ensino Médio Incompleto',31,59,'Locatario','CLT',13,1518.00,0.00,107231.00,62724.00,1786.00,0,0.00,0,0.00,0
'26 a 40',2,'Viuvo','Superior Incompleto',31,42,'Proprietario','CLT',14,2138.00,0.00,48597.00,6780.00,-9524.00,1,1245.48,66,80830.83,1
'até 25',2,'Solteiro','Sem Escolaridade',22,61,'Locatario','CLT',4,1518.00,0.00,106192.00,96195.00,20112.00,1,648.37,59,21462.50,1
'acima de 60',1,'Solteiro','Sem Escolaridade',91,44,'Locatario','CLT',24,1518.00,0.00,149224.00,74477.00,12464.00,1,13890.24,31,459770.77,1
'acima de 60',4,'Casado','Ensino Fundamental Incompleto',57,61,'Locatario','CLT',12,1518.00,0.00,21106.00,9293.00,0.00,1,338.14,25,7210.14,1
'acima de 60',4,'Solteiro','Sem Escolaridade',30,36,'Locatario','CLT',28,2829.00,0.00,39917.00,10941.00,3200.00,0,0.00,0,0.00,0
'26 a 40',1,'Solteiro','Sem Escolaridade',30,59,'Locatario','CLT',12,1703.00,0.00,111093.00,88944.00,20442.00,0,0.00,0,0.00,0
'acima de 60',1,'Solteiro','Sem Escolaridade',95,43,'Locatario','CLT',74,2048.00,0.00,36162.00,23360.00,5533.00,0,0.00,0,0.00,0
'acima de 60',0,'Solteiro','Sem Escolaridade',48,41,'Locatario','CLT',63,12021.00,245001.00,49656.00,9686.00,0.00,0,2715.94,0,90453.51,0
'41 a 60',3,'Viuvo','Doutorado',51,37,'Proprietario','PJ',36,1796.00,0.00,82143.00,18380.00,-15196.00,0,0.00,0,0.00,0
'41 a 60',3,'Casado','Ensino Fundamental Incompleto',44,61,'Proprietario','PJ',26,2151.00,0.00,82621.00,39143.00,19269.00,0,0.00,0,0.00,0
'acima de 60',2,'Solteiro','Sem Escolaridade',63,37,'Locatario','CLT',29,1873.00,0.00,25144.00,4468.00,0.00,0,1740.51,0,20103.28,1
'até 25',0,'Solteiro','Ensino Médio Completo',23,41,'Proprietario','Autonomo',6,9470.00,96426.00,297992.00,138741.00,0.00,0,0.00,0,0.00,0
'26 a 40',1,'Casado','Técnico',23,61,'Locatario','Autonomo',9,1518.00,0.00,22568.00,11737.00,0.00,0,8557.22,0,228098.57,1
'26 a 40',1,'Solteiro','Sem Escolaridade',30,41,'Locatario','CLT',5,1518.00,0.00,39162.00,25645.00,1143.00,1,3310.72,25,64009.78,1
'até 25',4,'Solteiro','Sem Escolaridade',4,56,'Locatario','CLT',0,1518.00,0.00,56520.00,33479.00,19139.00,0,11802.73,0,822368.75,1
'26 a 40',1,'Solteiro','Sem Escolaridade',38,41,'Locatario','CLT',17,3457.00,0.00,24150.00,11221.00,5890.00,0,0.00,0,0.00,0
'41 a 60',4,'Solteiro','Sem Escolaridade',35,47,'Locatario','CLT',19,2052.00,0.00,113943.00,41256.00,3489.00,0,0.00,0,0.00,0
'acima de 60',1,'Solteiro','Sem Escolaridade',64,43,'Locatario','CLT',41,4116.00,105036.00,467933.00,82259.00,0.00,0,0.00,0,0.00,0
'acima de 60',2,'Viuvo','Mestrado',11,59,'Locatario','Autonomo',14,6579.00,94849.00,389434.00,263178.00,-71857.00,0,0.00,0,0.00,0
'41 a 60',1,'Solteiro','Sem Escolaridade',44,49,'Locatario','CLT',24,2384.00,0.00,77777.00,53589.00,0.00,1,3532.50,29,46978.02,1
'acima de 60',2,'Solteiro','Sem Escolaridade',75,43,'Locatario','CLT',58,2699.00,0.00,90524.00,82561.00,-20113.00,0,0.00,0,0.00,0
'acima de 60',0,'Solteiro','Sem Escolaridade',59,41,'Locatario','CLT',12,2936.00,86180.00,396253.00,192080.00,0.00,1,21966.07,6,209949.09,1
'acima de 60',1,'Solteiro','Sem Escolaridade',47,61,'Locatario','CLT',58,16301.00,94012.00,666438.00,619959.00,155782.00,0,0.00,0,0.00,0
'acima de 60',4,'Solteiro','Sem Escolaridade',63,61,'Locatario','CLT',49,1704.00,0.00,25748.00,9109.00,-40180.00,0,0.00,0,0.00,1
'até 25',0,'Solteiro','Sem Escolaridade',20,47,'Locatario','CLT',2,1518.00,0.00,69773.00,9348.00,0.00,0,0.00,0,0.00,0
'26 a 40',3,'Casado','Doutorado',30,41,'Proprietario','Autonomo',12,9862.00,380916.00,913444.00,430246.00,-27884.00,0,3208.87,0,55192.00,0
'26 a 40',0,'Solteiro','Sem Escolaridade',10,36,'Locatario','CLT',7,2312.00,0.00,87368.00,38224.00,0.00,0,0.00,0,0.00,0
'até 25',3,'Solteiro','Doutorado',14,49,'Proprietario','Autonomo',1,1518.00,0.00,52915.00,39800.00,-84250.00,0,0.00,0,0.00,0
'acima de 60',4,'Solteiro','Superior Incompleto',36,42,'Proprietario','CLT',19,2791.00,0.00,47254.00,23567.00,0.00,0,0.00,0,0.00,0
'26 a 40',2,'Solteiro','Sem Escolaridade',30,61,'Locatario','CLT',12,1745.00,0.00,45748.00,37690.00,27115.00,0,0.00,0,0.00,0
'41 a 60',2,'Casado','Superior Incompleto',44,41,'Proprietario','PJ',3,1518.00,0.00,65127.00,29204.00,0.00,0,0.00,0,0.00,0
'acima de 60',2,'Solteiro','Sem Escolaridade',34,37,'Locatario','CLT',41,2659.00,0.00,95890.00,54904.00,-14141.00,1,17926.67,22,626128.85,1
'26 a 40',0,'Solteiro','Sem Escolaridade',12,54,'Locatario','CLT',19,2752.00,0.00,12374.00,4199.00,-10999.00,1,850.57,46,12210.00,1
'26 a 40',2,'Casado','Sem Escolaridade',27,51,'Proprietario','Autonomo',1,2001.00,0.00,14070.00,3312.00,-9421.00,1,1114.60,72,12319.05,1
'acima de 60',2,'Solteiro','Sem Escolaridade',70,43,'Locatario','CLT',58,1518.00,0.00,63836.00,39784.00,8747.00,1,71477.01,35,1677666.67,1
'41 a 60',3,'Solteiro','Sem Escolaridade',50,44,'Locatario','CLT',38,1518.00,0.00,71868.00,21713.00,0.00,0,0.00,0,0.00,0
'acima de 60',0,'Casado','Superior Completo',74,44,'Locatario','Autonomo',6,4759.00,33794.00,299955.00,526.00,0.00,0,0.00,0,0.00,0
'41 a 60',0,'Viuvo','Mestrado',42,48,'Proprietario','Autonomo',20,1518.00,0.00,63358.00,42445.00,7643.00,0,12817.41,0,315609.41,0
'41 a 60',0,'Solteiro','Sem Escolaridade',13,59,'Locatario','CLT',14,2538.00,355495.00,549852.00,339621.00,7843.00,0,7950.09,0,519846.75,1
'acima de 60',3,'Viuvo','Ensino Fundamental Completo',49,43,'Proprietario','PJ',16,1518.00,0.00,95355.00,79170.00,-19751.00,0,0.00,0,0.00,1
'acima de 60',3,'Solteiro','Sem Escolaridade',86,43,'Locatario','CLT',72,1518.00,0.00,45445.00,44017.00,1462.00,1,3098.20,18,85053.43,1
'acima de 60',2,'Viuvo','Ensino Médio Completo',46,43,'Proprietario','Autonomo',47,2536.00,0.00,40306.00,12199.00,0.00,1,247.24,65,9485.22,1
'até 25',2,'Solteiro','Sem Escolaridade',16,43,'Locatario','CLT',2,1828.00,0.00,5868.00,696.00,-46566.00,0,0.00,0,0.00,1
'acima de 60',1,'Solteiro','Sem Escolaridade',53,62,'Locatario','CLT',35,3113.00,0.00,24034.00,14015.00,0.00,0,74.99,0,2763.33,1
'26 a 40',1,'Viuvo','Ensino Médio Incompleto',20,56,'Proprietario','CLT',15,13727.00,216304.00,256585.00,57030.00,0.00,0,0.00,0,0.00,0
'41 a 60',2,'Solteiro','Sem Escolaridade',44,49,'Locatario','CLT',28,1518.00,0.00,97022.00,42440.00,4289.00,0,0.00,0,0.00,0
'acima de 60',2,'Viuvo','Ensino Médio Incompleto',10,43,'Proprietario','CLT',47,4190.00,124902.00,100367.00,95564.00,22980.00,1,152572.22,51,306061.11,1
'acima de 60',3,'Solteiro','Sem Escolaridade',95,43,'Locatario','CLT',39,1844.00,0.00,144523.00,87258.00,0.00,1,4325.89,43,134409.80,1
'acima de 60',2,'Solteiro','Sem Escolaridade',47,43,'Locatario','CLT',47,1858.00,0.00,138392.00,68786.00,0.00,0,0.00,0,0.00,0
'acima de 60',3,'Solteiro','Sem Escolaridade',64,59,'Locatario','CLT',38,2600.00,0.00,22781.00,19411.00,0.00,0,2844.61,0,96036.67,1
'até 25',0,'Solteiro','Sem Escolaridade',24,46,'Locatario','CLT',6,1518.00,0.00,101059.00,20719.00,0.00,0,0.00,0,0.00,0
'26 a 40',2,'Casado','Mestrado',39,42,'Locatario','CLT',14,2012.00,0.00,19073.00,16540.00,271.00,1,23389.74,60,521109.22,1
'acima de 60',1,'Solteiro','Sem Escolaridade',22,41,'Locatario','CLT',54,6750.00,461265.00,263272.00,164414.00,-254820.00,0,3848.58,0,73040.48,1
'26 a 40',4,'Solteiro','Superior Completo',27,43,'Locatario','PJ',13,2746.00,260775.00,328630.00,160343.00,-608356.00,0,0.00,0,0.00,0
'acima de 60',3,'Viuvo','Ensino Médio Completo',39,37,'Proprietario','CLT',38,1996.00,33432.00,668702.00,138134.00,0.00,0,178.97,0,4159.55,0
'26 a 40',1,'Solteiro','Sem Escolaridade',30,36,'Locatario','CLT',2,2044.00,0.00,9086.00,7873.00,0.00,0,2636.44,0,70490.45,1
'acima de 60',0,'Viuvo','Ensino Fundamental Completo',95,61,'Locatario','PJ',37,3339.00,0.00,51002.00,45776.00,-4332.00,1,46673.89,77,823621.05,1
'acima de 60',2,'Solteiro','Sem Escolaridade',88,41,'Locatario','CLT',77,2063.00,0.00,21673.00,5851.00,-1418.00,0,0.00,0,0.00,1
'41 a 60',2,'Solteiro','Sem Escolaridade',32,41,'Locatario','CLT',26,1668.00,0.00,114186.00,54638.00,12231.00,0,21009.63,0,706910.54,1
'41 a 60',3,'Casado','Ensino Médio Completo',40,54,'Locatario','PJ',4,13332.00,124341.00,782118.00,480742.00,212827.00,0,0.00,0,0.00,0
'acima de 60',3,'Solteiro','Ensino Médio Incompleto',61,41,'Proprietario','PJ',3,1518.00,0.00,32925.00,24064.00,0.00,0,26614.12,0,426814.22,1
'acima de 60',4,'Solteiro','Sem Escolaridade',56,43,'Locatario','CLT',33,2914.00,0.00,22545.00,7210.00,-7723.00,0,1380.16,0,21342.86,1
'acima de 60',0,'Solteiro','Pós-graduação',97,49,'Locatario','PJ',79,3141.00,0.00,67752.00,28561.00,0.00,1,4716.92,44,36802.04,1
'26 a 40',3,'Solteiro','Sem Escolaridade',18,37,'Locatario','CLT',22,5116.00,507419.00,276762.00,19112.00,1865.00,1,277.78,7,10320.00,0
'acima de 60',3,'Casado','Sem Escolaridade',39,37,'Proprietario','PJ',69,3425.00,0.00,13960.00,2700.00,549.00,0,0.00,0,0.00,0
'acima de 60',0,'Casado','Ensino Fundamental Incompleto',91,43,'Proprietario','Autonomo',72,15034.00,593148.00,382593.00,315922.00,0.00,1,4526.22,62,233649.17,1
'acima de 60',4,'Solteiro','Sem Escolaridade',65,44,'Locatario','CLT',32,2188.00,0.00,40764.00,9880.00,1661.00,1,289.33,18,9386.27,1
'41 a 60',2,'Viuvo','Ensino Médio Completo',6,36,'Locatario','Autonomo',12,2082.00,20583.00,406319.00,389302.00,0.00,0,0.00,0,0.00,0
'acima de 60',4,'Solteiro','Sem Escolaridade',51,49,'Locatario','CLT',36,2345.00,0.00,137401.00,50650.00,28559.00,0,0.00,0,0.00,0
'acima de 60',1,'Solteiro','Sem Escolaridade',87,46,'Locatario','CLT',22,2881.00,0.00,103204.00,45912.00,0.00,1,20243.33,17,69026.67,1
'acima de 60',3,'Casado','Mestrado',37,44,'Proprietario','Autonomo',1,1770.00,0.00,22201.00,5882.00,0.00,0,0.00,0,0.00,1
'acima de 60',1,'Solteiro','Sem Escolaridade',44,51,'Locatario','CLT',26,3408.00,0.00,93444.00,27475.00,0.00,0,0.00,0,0.00,0
'41 a 60',1,'Casado','Doutorado',4,51,'Proprietario','Autonomo',3,3399.00,0.00,131197.00,46491.00,0.00,1,3758.48,32,110440.50,1
'acima de 60',3,'Solteiro','Ensino Fundamental Incompleto',83,54,'Locatario','Autonomo',65,1617.00,0.00,20955.00,13654.00,0.00,0,0.00,0,0.00,1
'acima de 60',1,'Solteiro','Sem Escolaridade',61,37,'Locatario','CLT',43,2063.00,0.00,55195.00,23058.00,0.00,0,25436.49,0,80177.05,1
'acima de 60',2,'Viuvo','Sem Escolaridade',54,50,'Locatario','CLT',54,2776.00,0.00,55227.00,13651.00,0.00,0,0.00,0,0.00,1
'acima de 60',2,'Solteiro','Sem Escolaridade',39,42,'Locatario','CLT',45,1518.00,0.00,91502.00,51122.00,31110.00,1,5122.11,76,171916.67,1
'acima de 60',0,'Solteiro','Sem Escolaridade',24,41,'Proprietario','CLT',34,1518.00,0.00,10845.00,5907.00,-48712.00,1,922.33,16,26152.29,1
'até 25',0,'Viuvo','Mestrado',21,44,'Proprietario','PJ',2,3014.00,0.00,143845.00,70222.00,0.00,0,1103.07,0,7270.00,0
'até 25',3,'Solteiro','Ensino Médio Incompleto',19,43,'Locatario','CLT',1,17054.00,84951.00,265867.00,101657.00,64552.00,0,0.00,0,0.00,0
'26 a 40',4,'Solteiro','Sem Escolaridade',30,42,'Locatario','CLT',21,1689.00,0.00,24658.00,22176.00,-52494.00,0,0.00,0,0.00,1
'41 a 60',3,'Casado','Superior Incompleto',1,46,'Locatario','PJ',30,3480.00,0.00,26230.00,3983.00,0.00,0,961.45,0,13910.00,1
'acima de 60',0,'Viuvo','Ensino Médio Completo',28,41,'Proprietario','Autonomo',43,2248.00,0.00,54279.00,13465.00,443.00,1,7837.59,18,141067.32,1
'acima de 60',3,'Solteiro','Sem Escolaridade',70,41,'Locatario','CLT',9,2383.00,148331.00,983392.00,481879.00,0.00,1,478.78,88,9466.67,1
'acima de 60',0,'Casado','Doutorado',79,62,'Locatario','PJ',37,1565.00,0.00,65496.00,44548.00,21087.00,0,912.50,0,71347.17,1
